breath,clock,start_s,peak_s,end_s,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,exhale_slope_norm,onset_level,peak_level,offset_level,n_holds,hold_dur_s,event_marker,phase,condition
228,2025-08-08 16:05:48.334000,743.05,744.35,746.05,1.3,1.7,3.0,20.0,0.7647,0.4333,0.3317,-0.3415,4.1551,0.2551,-0.2009,-0.0055,0.3262,-0.0153,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
229,2025-08-08 16:05:51.341000,746.05,747.3,748.9,1.25,1.6,2.85,21.053,0.7812,0.4386,0.2823,-0.2806,3.5365,0.2258,-0.1754,-0.0153,0.267,-0.0136,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
230,2025-08-08 16:05:54.249000,748.9,750.2,751.7,1.3,1.5,2.8,21.429,0.8667,0.4643,0.3197,-0.3126,4.0048,0.2459,-0.2084,-0.0136,0.3061,-0.0066,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
231,2025-08-08 16:05:57.036000,751.7,752.55,753.95,0.85,1.4,2.25,26.667,0.6071,0.3778,0.3158,-0.3244,3.9565,0.3715,-0.2317,-0.0066,0.3092,-0.0152,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
232,2025-08-08 16:05:59.222000,753.95,754.85,756.3,0.9,1.45,2.35,25.532,0.6207,0.383,0.3055,-0.3019,3.828,0.3395,-0.2082,-0.0152,0.2904,-0.0115,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
233,2025-08-08 16:06:01.622000,756.3,758.75,759.9,2.45,1.15,3.6,16.667,2.1304,0.6806,0.3734,-0.3305,4.6778,0.1524,-0.2874,-0.0115,0.3619,0.0314,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
234,2025-08-08 16:06:05.233000,759.9,760.75,762.2,0.85,1.45,2.3,26.087,0.5862,0.3696,0.2584,-0.3093,3.2367,0.3039,-0.2133,0.0314,0.2898,-0.0195,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
235,2025-08-08 16:06:07.536000,762.2,763.25,764.05,1.05,0.8,1.85,32.432,1.3125,0.5676,0.3314,-0.2127,4.1522,0.3156,-0.2659,-0.0195,0.3119,0.0992,1,0.7,practice_stressor_test,practice_stressor_test,unmarked
236,2025-08-08 16:06:09.333000,764.05,764.95,766.45,0.9,1.5,2.4,25.0,0.6,0.375,0.3037,-0.3978,3.8053,0.3375,-0.2652,0.0992,0.4029,0.0051,1,0.3,practice_stressor_test,practice_stressor_test,unmarked
237,2025-08-08 16:06:11.743000,766.45,767.45,768.65,1.0,1.2,2.2,27.273,0.8333,0.4545,0.3045,-0.2928,3.8149,0.3045,-0.244,0.0051,0.3096,0.0168,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
238,2025-08-08 16:06:13.929000,768.65,770.45,771.45,1.8,1.0,2.8,21.429,1.8,0.6429,0.3157,-0.2953,3.9547,0.1754,-0.2953,0.0168,0.3325,0.0371,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
239,2025-08-08 16:06:16.717000,771.45,772.45,773.75,1.0,1.3,2.3,26.087,0.7692,0.4348,0.2773,-0.2877,3.4743,0.2773,-0.2213,0.0371,0.3144,0.0267,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
240,2025-08-08 16:06:19.031000,773.75,774.6,775.75,0.85,1.15,2.0,30.0,0.7391,0.425,0.4625,-0.4618,5.7946,0.5441,-0.4016,0.0267,0.4892,0.0274,0,0.0,practice_stressor_test,practice_stressor_test,unmarked
241,2025-08-08 16:06:21.042000,775.75,776.75,777.85,1.0,1.1,2.1,28.571,0.9091,0.4762,0.2882,-0.2822,3.6105,0.2882,-0.2566,0.0274,0.3156,0.0333,0,0.0,subject_idle,subject_idle,unmarked
242,2025-08-08 16:06:23.138000,777.85,778.25,778.95,0.4,0.7,1.1,54.545,0.5714,0.3636,0.2266,-0.1568,2.8393,0.5666,-0.224,0.0333,0.26,0.1032,0,0.0,subject_idle,subject_idle,unmarked
243,2025-08-08 16:06:24.218000,778.95,779.85,780.7,0.9,0.85,1.75,34.286,1.0588,0.5143,0.1563,-0.2384,1.9588,0.1737,-0.2805,0.1032,0.2595,0.0211,0,0.0,subject_idle,subject_idle,unmarked
244,2025-08-08 16:06:26.017000,780.7,781.55,783.0,0.85,1.45,2.3,26.087,0.5862,0.3696,0.2416,-0.2798,3.0269,0.2842,-0.1929,0.0211,0.2627,-0.0171,0,0.0,subject_idle,subject_idle,unmarked
245,2025-08-08 16:06:28.323000,783.0,789.4,792.75,6.4,3.35,9.75,6.154,1.9104,0.6564,1.7771,-1.7855,22.2641,0.2777,-0.533,-0.0171,1.76,-0.0255,0,0.0,subject_idle,subject_idle,unmarked
246,2025-08-08 16:06:38.136000,792.75,796.95,799.3,4.2,2.35,6.55,9.16,1.7872,0.6412,0.3315,-0.2932,4.1526,0.0789,-0.1248,-0.0255,0.306,0.0128,0,0.0,subject_idle,subject_idle,unmarked
247,2025-08-08 16:06:44.675000,799.3,800.9,803.15,1.6,2.25,3.85,15.584,0.7111,0.4156,0.2979,-0.3134,3.7321,0.1862,-0.1393,0.0128,0.3107,-0.0028,0,0.0,subject_idle,subject_idle,unmarked
248,2025-08-08 16:06:48.430000,803.15,804.05,806.25,0.9,2.2,3.1,19.355,0.4091,0.2903,0.208,-0.2052,2.6062,0.2311,-0.0933,-0.0028,0.2053,0.0001,0,0.0,subject_idle,subject_idle,unmarked
