breath,start_s,mid_s,peak_s,end_s,clock,inhale_dur_s,exhale_dur_s,cycle_dur_s,rate_bpm,ie_ratio,duty_cycle,inhale_amp_norm,exhale_amp_norm,inhale_amp_raw,inhale_slope_norm,n_holds,hold_dur_s,event_marker,phase,amp_local_median,amp_ratio,is_sigh,cv_cycle_w,succ_diff_w,autocorr1_w,arousal_index_z
106,397.6,398.55,399.05,399.5,2025-08-08 16:00:02.945000,1.45,0.45,1.9,31.579,3.2222,0.7632,0.1272,-0.0973,1.59359,0.0877,0,0.0,ser_baseline,ser_baseline,4.29118,0.371,0,0.4821,1.4381,0.1378,0.8868
107,399.5,400.55,400.05,401.6,2025-08-08 16:00:04.834000,0.55,1.55,2.1,28.571,0.3548,0.2619,0.2769,-0.3108,3.46959,0.5035,0,0.0,ser_baseline,ser_baseline,4.29118,0.809,0,0.4717,1.4905,0.1478,0.6899
108,401.6,405.2,404.95,408.8,2025-08-08 16:00:06.938000,3.35,3.85,7.2,8.333,0.8701,0.4653,0.1539,-0.1581,1.92853,0.046,0,0.0,ser_baseline,ser_baseline,4.29118,0.449,0,0.4735,1.4357,0.1585,-0.4032
109,408.8,411.425,411.75,414.05,2025-08-08 16:00:14.137000,2.95,2.3,5.25,11.429,1.2826,0.5619,0.4329,-0.5241,5.42322,0.1467,0,0.0,subject_idle,subject_idle,4.29118,1.264,0,0.4739,1.3833,0.2097,-0.2338
110,414.05,415.575,415.1,417.1,2025-08-08 16:00:19.329000,1.05,2.0,3.05,19.672,0.525,0.3443,0.459,-0.5032,5.75048,0.4371,0,0.0,sart_1,sart_1,4.06879,1.413,0,0.4703,1.4286,0.1811,0.2022
111,417.1,418.7,418.6,420.3,2025-08-08 16:00:22.443000,1.5,1.7,3.2,18.75,0.8824,0.4688,0.5527,-0.532,6.92462,0.3685,0,0.0,sart_1,sart_1,3.82213,1.812,0,0.4666,1.4286,0.1718,0.1402
112,420.3,421.875,422.0,423.45,2025-08-08 16:00:25.656000,1.7,1.45,3.15,19.048,1.1724,0.5397,0.3248,-0.3666,4.06879,0.191,0,0.0,sart_1,sart_1,3.46959,1.173,0,0.4565,1.4429,0.156,0.1238
113,423.45,425.05,424.9,426.65,2025-08-08 16:00:28.752000,1.45,1.75,3.2,18.75,0.8286,0.4531,0.3787,-0.3152,4.74456,0.2612,0,0.0,sart_1,sart_1,3.46959,1.367,0,0.4697,1.5167,0.1318,0.1502
114,426.65,428.025,427.7,429.4,2025-08-08 16:00:31.959000,1.05,1.7,2.75,21.818,0.6176,0.3818,0.3051,-0.2943,3.82213,0.2906,1,0.3,sart_1,sart_1,3.46959,1.102,0,0.4598,1.5286,0.2983,0.2849
115,429.4,430.6,430.5,431.8,2025-08-08 16:00:34.741000,1.1,1.3,2.4,25.0,0.8462,0.4583,0.3483,-0.3753,4.3632,0.3166,0,0.0,sart_1,sart_1,3.46959,1.258,0,0.4428,1.3167,0.2164,0.4029
116,431.8,432.35,432.4,432.9,2025-08-08 16:00:37.148000,0.6,0.5,1.1,54.545,1.2,0.5455,0.2166,-0.1634,2.71326,0.3609,0,0.0,sart_1,sart_1,3.41107,0.795,0,0.4358,1.2952,0.2899,1.9846
117,432.9,434.875,433.2,436.85,2025-08-08 16:00:38.221000,0.3,3.65,3.95,15.19,0.0822,0.0759,0.1835,-0.1903,2.29903,0.6117,0,0.0,sart_1,sart_1,3.46959,0.663,0,0.421,1.1667,0.2528,-0.2001
118,436.85,439.7,439.8,442.55,2025-08-08 16:00:42.131000,2.95,2.75,5.7,10.526,1.0727,0.5175,1.8347,-1.7812,22.98597,0.6219,0,0.0,sart_1,sart_1,3.72034,6.178,1,0.4069,1.1714,0.5049,-0.4988
119,442.55,445.025,446.75,447.5,2025-08-08 16:00:47.824000,4.2,0.75,4.95,12.121,5.6,0.8485,0.0308,-0.146,0.38556,0.0073,1,0.6,sart_1,sart_1,3.82213,0.101,0,0.3373,0.9405,0.3299,-0.6365
120,447.5,449.025,448.3,450.55,2025-08-08 16:00:52.771000,0.8,2.25,3.05,19.672,0.3556,0.2623,0.2109,-0.229,2.64284,0.2637,0,0.0,sart_1,sart_1,3.72034,0.71,0,0.3197,0.8667,0.3747,-0.2832
121,450.55,452.05,451.55,453.55,2025-08-08 16:00:55.835000,1.0,2.0,3.0,20.0,0.5,0.3333,0.1989,-0.1945,2.4919,0.1989,1,0.7,sart_1,sart_1,3.71594,0.671,0,0.3194,0.7929,0.3698,-0.2664
122,453.55,455.275,455.55,457.0,2025-08-08 16:00:58.832000,2.0,1.45,3.45,17.391,1.3793,0.5797,0.1834,-0.1684,2.29766,0.0917,0,0.0,sart_1,sart_1,3.42586,0.671,0,0.3209,0.7952,0.3687,-0.4032
123,457.0,457.925,457.95,458.85,2025-08-08 16:01:02.319000,0.95,0.9,1.85,32.432,1.0556,0.5135,0.1735,-0.1285,2.1735,0.1826,1,0.7,sart_1,sart_1,3.41107,0.637,0,0.3305,0.8238,0.3682,0.4445
124,458.85,460.175,459.65,461.5,2025-08-08 16:01:04.119000,0.8,1.85,2.65,22.642,0.4324,0.3019,0.1677,-0.2154,2.10095,0.2096,1,0.7,sart_1,sart_1,3.39701,0.618,0,0.3455,0.8357,0.395,-0.0388
125,461.5,462.55,462.5,463.6,2025-08-08 16:01:06.847000,1.0,1.1,2.1,28.571,0.9091,0.4762,0.297,-0.2651,3.72034,0.297,0,0.0,sart_1,sart_1,3.3851,1.099,0,0.3512,0.831,0.4105,0.3015
126,463.6,465.325,465.4,467.05,2025-08-08 16:01:08.945000,1.8,1.65,3.45,17.391,1.0909,0.5217,0.2723,-0.2725,3.41107,0.1513,0,0.0,sart_1,sart_1,3.3851,1.008,0,0.3447,0.8595,0.3857,-0.3265
127,467.05,468.45,468.25,469.85,2025-08-08 16:01:12.336000,1.2,1.6,2.8,21.429,0.75,0.4286,0.3259,-0.3169,4.08254,0.2716,1,0.25,sart_1,sart_1,3.39701,1.202,0,0.307,0.8262,0.532,-0.2287
128,469.85,471.4,470.95,472.95,2025-08-08 16:01:15.124000,1.1,2.0,3.1,19.355,0.55,0.3548,0.3483,-0.3459,4.36313,0.3166,0,0.0,sart_1,sart_1,3.39701,1.284,0,0.3053,0.6952,0.5357,-0.3468
129,472.95,474.375,474.0,475.8,2025-08-08 16:01:18.246000,1.05,1.8,2.85,21.053,0.5833,0.3684,0.3357,-0.3256,4.2053,0.3197,1,0.25,sart_1,sart_1,3.39701,1.238,0,0.2388,0.6333,0.0767,-0.469
130,475.8,477.025,476.85,478.25,2025-08-08 16:01:21.130000,1.05,1.4,2.45,24.49,0.75,0.4286,0.2711,-0.3028,3.39701,0.2582,0,0.0,sart_1,sart_1,3.41107,0.996,0,0.1705,0.6167,-0.0686,-0.5024
131,478.25,479.8,479.85,481.35,2025-08-08 16:01:23.531000,1.6,1.5,3.1,19.355,1.0667,0.5161,0.2966,-0.3077,3.71594,0.1854,0,0.0,sart_1,sart_1,3.42586,1.085,0,0.1693,0.5286,-0.0973,-0.7851
132,481.35,482.8,482.45,484.25,2025-08-08 16:01:26.651000,1.1,1.8,2.9,20.69,0.6111,0.3793,0.2734,-0.255,3.42586,0.2486,1,0.8,sart_1,sart_1,3.53116,0.97,0,0.1681,0.5333,-0.1752,-0.7165
133,484.25,485.375,485.6,486.5,2025-08-08 16:01:29.528000,1.35,0.9,2.25,26.667,1.5,0.6,0.2594,-0.2011,3.25045,0.1922,1,0.4,sart_1,sart_1,3.64629,0.891,0,0.1573,0.5143,0.0061,-0.4268
134,486.5,487.475,487.15,488.45,2025-08-08 16:01:31.840000,0.65,1.3,1.95,30.769,0.5,0.3333,0.1757,-0.2247,2.20086,0.2703,0,0.0,sart_1,sart_1,3.71594,0.592,0,0.1406,0.4452,0.0111,-0.2579
135,488.45,489.6,489.45,490.75,2025-08-08 16:01:33.725000,1.0,1.3,2.3,26.087,0.7692,0.4348,0.2702,-0.2763,3.3851,0.2702,0,0.0,sart_1,sart_1,3.71594,0.911,0,0.1406,0.4238,-0.0084,-0.5121
136,490.75,492.375,492.5,494.0,2025-08-08 16:01:36.031000,1.75,1.5,3.25,18.462,1.1667,0.5385,0.3231,-0.3378,4.04781,0.1846,0,0.0,sart_1,sart_1,3.6968,1.095,0,0.1329,0.4095,0.2028,-0.951
137,494.0,495.325,495.1,496.65,2025-08-08 16:01:39.340000,1.1,1.55,2.65,22.642,0.7097,0.4151,0.291,-0.2668,3.64629,0.2646,1,0.35,sart_1,sart_1,3.71594,0.981,0,0.1195,0.3595,0.1797,-0.7672
138,496.65,498.025,497.9,499.4,2025-08-08 16:01:41.946000,1.25,1.5,2.75,21.818,0.8333,0.4545,0.2514,-0.2617,3.14903,0.2011,0,0.0,sart_1,sart_1,3.71594,0.847,0,0.1313,0.3619,0.1507,-0.7739
139,499.4,500.55,500.35,501.7,2025-08-08 16:01:44.676000,0.95,1.35,2.3,26.087,0.7037,0.413,0.3126,-0.3101,3.91594,0.329,0,0.0,sart_1,sart_1,3.71594,1.054,0,0.1672,0.381,0.3957,-0.4264
140,501.7,503.05,502.9,504.4,2025-08-08 16:01:47.040000,1.2,1.5,2.7,22.222,0.8,0.4444,0.2819,-0.2751,3.53116,0.2349,0,0.0,sart_1,sart_1,3.71594,0.95,0,0.1711,0.4071,0.4651,-0.6237
141,504.4,505.725,505.45,507.05,2025-08-08 16:01:49.749000,1.05,1.6,2.65,22.642,0.6562,0.3962,0.302,-0.3202,3.78298,0.2876,0,0.0,sart_1,sart_1,3.76386,1.005,0,0.1678,0.4071,0.4961,-0.6115
142,507.05,508.45,508.15,509.85,2025-08-08 16:01:52.353000,1.1,1.7,2.8,21.429,0.6471,0.3929,0.3004,-0.3108,3.76386,0.2731,0,0.0,sart_1,sart_1,3.78298,0.995,0,0.1671,0.3833,0.4926,-0.6796
143,509.85,511.275,511.05,512.7,2025-08-08 16:01:55.142000,1.2,1.65,2.85,21.053,0.7273,0.4211,0.3113,-0.2859,3.90012,0.2594,0,0.0,sart_1,sart_1,3.82251,1.02,0,0.1672,0.3833,0.5237,-0.6997
144,512.7,514.2,513.95,515.7,2025-08-08 16:01:58.022000,1.25,1.75,3.0,20.0,0.7143,0.4167,0.3602,-0.3009,4.51329,0.2882,0,0.0,sart_1,sart_1,3.83416,1.177,0,0.1611,0.369,0.4556,-0.7766
145,515.7,517.025,516.65,518.35,2025-08-08 16:02:01.061000,0.95,1.7,2.65,22.642,0.5588,0.3585,0.0892,-0.1441,1.11727,0.0939,0,0.0,sart_1,sart_1,3.85947,0.289,0,0.1429,0.369,0.3682,-0.6917
146,518.35,519.55,519.15,520.75,2025-08-08 16:02:03.636000,0.8,1.6,2.4,25.0,0.5,0.3333,0.2951,-0.3037,3.6968,0.3688,0,0.0,sart_1,sart_1,3.86746,0.956,0,0.1356,0.3619,0.4669,-0.5872
147,520.75,522.1,521.95,523.45,2025-08-08 16:02:06.031000,1.2,1.5,2.7,22.222,0.8,0.4444,0.3762,-0.3459,4.71334,0.3135,0,0.0,sart_1,sart_1,3.86746,1.219,0,0.1333,0.3214,0.5107,-0.7455
148,523.45,525.15,524.4,526.85,2025-08-08 16:02:08.740000,0.95,2.45,3.4,17.647,0.3878,0.2794,0.3941,-0.3881,4.93783,0.4149,1,0.7,sart_1,sart_1,3.90012,1.266,0,0.1333,0.3,0.5077,-0.9939
149,526.85,528.9,527.85,530.95,2025-08-08 16:02:12.123000,1.0,3.1,4.1,14.634,0.3226,0.2439,0.4178,-0.4673,5.23472,0.4178,1,0.3,sart_1,sart_1,3.91594,1.337,0,0.145,0.319,0.5183,-1.1198
150,530.95,532.6,532.15,534.25,2025-08-08 16:02:16.239000,1.2,2.1,3.3,18.182,0.5714,0.3636,0.3615,-0.3526,4.52957,0.3013,0,0.0,sart_1,sart_1,3.90012,1.161,0,0.1524,0.3024,0.6017,-0.9033
151,534.25,535.7,535.4,537.15,2025-08-08 16:02:19.531000,1.15,1.75,2.9,20.69,0.6571,0.3966,0.3051,-0.3086,3.82251,0.2653,0,0.0,sart_1,sart_1,3.9242,0.974,0,0.1518,0.3238,0.5294,-0.7691
152,537.15,538.525,538.3,539.9,2025-08-08 16:02:22.446000,1.15,1.6,2.75,21.818,0.7187,0.4182,0.3081,-0.3159,3.85947,0.2679,0,0.0,sart_1,sart_1,4.00996,0.962,0,0.1523,0.3357,0.5217,-0.7062
153,539.9,541.375,541.05,542.85,2025-08-08 16:02:25.231000,1.15,1.8,2.95,20.339,0.6389,0.3898,0.306,-0.2916,3.83416,0.2661,1,0.3,sart_1,sart_1,4.10266,0.935,0,0.1522,0.3429,0.5131,-0.7868
154,542.85,544.15,543.9,545.45,2025-08-08 16:02:28.141000,1.05,1.55,2.6,23.077,0.6774,0.4038,0.3201,-0.3342,4.00996,0.3048,0,0.0,sart_1,sart_1,4.10266,0.977,0,0.1522,0.3405,0.5149,-0.6382
155,545.45,546.9,546.8,548.35,2025-08-08 16:02:30.752000,1.35,1.55,2.9,20.69,0.871,0.4655,0.341,-0.3361,4.27271,0.2526,0,0.0,sart_1,sart_1,4.06706,1.051,0,0.152,0.3357,0.5292,-0.7684
156,548.35,549.7,549.55,551.05,2025-08-08 16:02:33.637000,1.2,1.5,2.7,22.222,0.8,0.4444,0.3087,-0.2895,3.86746,0.2572,0,0.0,sart_1,sart_1,4.06706,0.951,0,0.1532,0.3381,0.5073,-0.6814
157,551.05,552.45,552.25,553.85,2025-08-08 16:02:36.337000,1.2,1.6,2.8,21.429,0.75,0.4286,0.3275,-0.3382,4.10266,0.2729,0,0.0,sart_1,sart_1,4.06706,1.009,0,0.1514,0.3286,0.5186,-0.7302
158,553.85,555.175,555.05,556.5,2025-08-08 16:02:39.131000,1.2,1.45,2.65,22.642,0.8276,0.4528,0.3132,-0.3208,3.9242,0.261,0,0.0,sart_1,sart_1,4.00996,0.979,0,0.1514,0.3238,0.5705,-0.6644
159,556.5,557.575,557.65,558.65,2025-08-08 16:02:41.826000,1.15,1.0,2.15,27.907,1.15,0.5349,0.3475,-0.2926,4.35397,0.3022,0,0.0,sart_1,sart_1,3.97458,1.095,0,0.1458,0.2905,0.5349,-0.3965
160,558.65,559.675,559.15,560.7,2025-08-08 16:02:43.926000,0.5,1.55,2.05,29.268,0.3226,0.2439,0.1979,-0.3284,2.47942,0.3958,1,0.3,sart_1,sart_1,3.92818,0.631,0,0.1006,0.2571,0.3002,-0.4683
161,560.7,562.15,561.85,563.6,2025-08-08 16:02:46.027000,1.15,1.75,2.9,20.69,0.6571,0.3966,0.4171,-0.3441,5.22566,0.3627,1,0.5,sart_1,sart_1,3.92818,1.33,0,0.089,0.2214,0.2378,-0.9715
162,563.6,564.9,564.65,566.2,2025-08-08 16:02:48.933000,1.05,1.55,2.6,23.077,0.6774,0.4038,0.3402,-0.316,4.26197,0.324,0,0.0,sart_1,sart_1,3.97458,1.072,0,0.0883,0.2071,0.2369,-0.8441
163,566.2,567.65,567.4,569.1,2025-08-08 16:02:51.549000,1.2,1.7,2.9,20.69,0.7059,0.4138,0.3292,-0.335,4.1241,0.2743,0,0.0,sart_1,sart_1,3.97458,1.038,0,0.0913,0.2071,0.2614,-0.964
164,569.1,570.55,570.45,572.0,2025-08-08 16:02:54.425000,1.35,1.55,2.9,20.69,0.871,0.4655,0.3246,-0.3228,4.06706,0.2405,0,0.0,sart_1,sart_1,3.97458,1.023,0,0.0903,0.219,0.2396,-0.9673
165,572.0,573.475,573.1,574.95,2025-08-08 16:02:57.335000,1.1,1.85,2.95,20.339,0.5946,0.3729,0.3135,-0.3119,3.92818,0.285,0,0.0,sart_1,sart_1,3.92818,1.0,0,0.1009,0.2214,0.293,-0.9522
166,574.95,576.225,576.0,577.5,2025-08-08 16:03:00.340000,1.05,1.5,2.55,23.529,0.7,0.4118,0.2915,-0.2778,3.65157,0.2776,0,0.0,sart_1,sart_1,3.92818,0.93,0,0.0998,0.2262,0.2967,-0.7825
167,577.5,578.75,578.7,580.0,2025-08-08 16:03:02.830000,1.2,1.3,2.5,24.0,0.9231,0.48,0.3065,-0.3217,3.84034,0.2554,0,0.0,sart_1,sart_1,3.97458,0.966,0,0.0998,0.2238,0.2884,-0.7569
168,580.0,581.35,581.05,582.7,2025-08-08 16:03:05.350000,1.05,1.65,2.7,22.222,0.6364,0.3889,0.3172,-0.3269,3.97458,0.3021,0,0.0,sart_1,sart_1,3.97458,1.0,0,0.1002,0.2286,0.2814,-0.8522
169,582.7,584.05,583.85,585.4,2025-08-08 16:03:08.050000,1.15,1.55,2.7,22.222,0.7419,0.4259,0.312,-0.309,3.90843,0.2713,0,0.0,sart_1,sart_1,4.00136,0.977,0,0.101,0.2214,0.3253,-0.8496
170,585.4,586.75,586.5,588.1,2025-08-08 16:03:10.745000,1.1,1.6,2.7,22.222,0.6875,0.4074,0.3102,-0.3122,3.88644,0.282,0,0.0,sart_1,sart_1,4.00136,0.971,0,0.0914,0.2024,0.1268,-0.8805
171,588.1,589.475,589.25,590.85,2025-08-08 16:03:13.449000,1.15,1.6,2.75,21.818,0.7187,0.4182,0.3327,-0.3329,4.1677,0.2893,0,0.0,sart_1,sart_1,4.00136,1.042,0,0.0762,0.2024,0.3518,-0.9515
172,590.85,592.275,592.0,593.7,2025-08-08 16:03:16.146000,1.15,1.7,2.85,21.053,0.6765,0.4035,0.3221,-0.3245,4.03585,0.2801,0,0.0,sart_1,sart_1,3.97458,1.015,0,0.1067,0.1976,0.3951,-0.8947
173,593.7,595.2,594.95,596.7,2025-08-08 16:03:19.061000,1.25,1.75,3.0,20.0,0.7143,0.4167,0.2791,-0.273,3.49674,0.2233,0,0.0,sart_1,sart_1,3.92818,0.89,0,0.1347,0.2738,-0.2316,-0.8616
174,596.7,597.975,597.75,599.25,2025-08-08 16:03:22.027000,1.05,1.5,2.55,23.529,0.7,0.4118,0.3127,-0.3145,3.9171,0.2978,0,0.0,sart_1,sart_1,3.92818,0.997,0,0.4454,0.4857,0.5637,0.3314
175,599.25,600.325,600.35,601.4,2025-08-08 16:03:24.545000,1.1,1.05,2.15,27.907,1.0476,0.5116,0.3034,-0.3115,3.80163,0.2759,0,0.0,sart_1,sart_1,3.9171,0.971,0,0.4447,0.7429,0.1651,0.5668
176,601.4,602.675,602.7,603.95,2025-08-08 16:03:26.736000,1.3,1.25,2.55,23.529,1.04,0.5098,0.3194,-0.3083,4.00136,0.2457,0,0.0,sart_1,sart_1,3.90843,1.024,0,0.448,0.7595,0.1647,0.3397
177,603.95,605.3,605.25,606.65,2025-08-08 16:03:29.228000,1.3,1.4,2.7,22.222,0.9286,0.4815,0.3331,-0.3561,4.17342,0.2562,0,0.0,sart_1,sart_1,3.90843,1.068,0,0.4575,0.7714,0.1677,0.2994
178,606.65,607.9,607.7,609.15,2025-08-08 16:03:31.925000,1.05,1.45,2.5,24.0,0.7241,0.42,0.3556,-0.343,4.45536,0.3387,0,0.0,sart_1,sart_1,3.90843,1.14,0,0.4514,0.85,0.142,0.3763
179,609.15,610.4,610.25,611.65,2025-08-08 16:03:34.538000,1.1,1.4,2.5,24.0,0.7857,0.44,0.3457,-0.3581,4.33096,0.3143,0,0.0,sart_1,sart_1,3.90843,1.108,0,0.4573,0.9,0.1697,0.3953
180,611.65,612.95,612.7,614.25,2025-08-08 16:03:36.934000,1.05,1.55,2.6,23.077,0.6774,0.4038,0.3249,-0.3199,4.07068,0.3094,0,0.0,sart_1,sart_1,3.89936,1.044,0,0.4871,1.0762,0.0672,0.4412
181,614.25,615.5,615.25,616.75,2025-08-08 16:03:39.545000,1.0,1.5,2.5,24.0,0.6667,0.4,0.2777,-0.2824,3.47945,0.2777,0,0.0,sart_1,sart_1,3.89936,0.892,0,0.5061,1.0952,0.1196,0.5526
182,616.75,617.625,617.95,618.5,2025-08-08 16:03:42.032000,1.2,0.55,1.75,34.286,2.1818,0.6857,0.3112,-0.1615,3.89936,0.2594,0,0.0,sart_1,sart_1,3.80163,1.026,0,0.5371,1.1143,0.1653,1.211
183,618.5,620.325,618.85,622.15,2025-08-08 16:03:43.841000,0.35,3.3,3.65,16.438,0.1061,0.0959,0.1673,-0.3109,2.09596,0.478,0,0.0,sart_1,sart_1,3.5469,0.591,0,0.5717,1.1143,0.2181,0.3534
184,622.15,626.35,625.25,630.55,2025-08-08 16:03:47.440000,3.1,5.3,8.4,7.143,0.5849,0.369,1.7032,-1.7257,21.33805,0.5494,0,0.0,sart_1,sart_1,3.5469,6.016,1,0.5773,1.1738,0.2224,-0.1333
185,630.55,632.05,631.55,633.55,2025-08-08 16:03:55.834000,1.0,2.0,3.0,20.0,0.5,0.3333,0.2831,-0.2983,3.5469,0.2831,0,0.0,sart_1,sart_1,3.5469,1.0,0,0.5815,1.1619,0.2232,0.5784
186,633.55,634.85,634.6,636.15,2025-08-08 16:03:58.836000,1.05,1.55,2.6,23.077,0.6774,0.4038,0.2532,-0.2418,3.17257,0.2412,0,0.0,sart_1,sart_1,3.5469,0.894,0,0.5694,1.1976,0.2138,0.7065
187,636.15,637.125,637.15,638.1,2025-08-08 16:04:01.442000,1.0,0.95,1.95,30.769,1.0526,0.5128,0.2102,-0.1769,2.63402,0.2102,1,0.8,sart_1,sart_1,3.47945,0.757,0,0.6084,1.3024,0.1816,1.2498
188,638.1,639.925,639.65,641.75,2025-08-08 16:04:03.429000,1.55,2.1,3.65,16.438,0.7381,0.4247,0.2729,-0.267,3.41873,0.1761,0,0.0,sart_1,sart_1,3.41873,1.0,0,0.6187,1.3524,0.1988,0.5048
189,641.75,644.2,644.25,646.65,2025-08-08 16:04:07.022000,2.5,2.4,4.9,12.245,1.0417,0.5102,0.4339,-0.4583,5.4358,0.1736,0,0.0,sart_1,sart_1,3.41873,1.59,0,0.623,1.3524,0.2029,0.291
190,646.65,647.25,647.15,647.85,2025-08-08 16:04:11.918000,0.5,0.7,1.2,50.0,0.7143,0.4167,0.2628,-0.1552,3.29201,0.5255,0,0.0,sart_1,sart_1,3.41873,0.963,0,0.6328,1.3667,0.2077,2.3727
191,647.85,648.65,648.8,649.45,2025-08-08 16:04:13.236000,0.95,0.65,1.6,37.5,1.4615,0.5937,0.1256,-0.1938,1.57335,0.1322,0,0.0,sart_1,sart_1,3.37372,0.466,0,0.6534,1.5595,0.1475,1.7604
192,649.45,650.025,649.8,650.6,2025-08-08 16:04:14.733000,0.35,0.8,1.15,52.174,0.4375,0.3043,0.122,-0.1971,1.52887,0.3487,0,0.0,sart_1,sart_1,3.29201,0.464,0,0.6472,1.6976,0.1434,2.5372
193,650.6,651.125,651.0,651.65,2025-08-08 16:04:15.935000,0.4,0.65,1.05,57.143,0.6154,0.381,0.1781,-0.149,2.23155,0.4453,0,0.0,sart_1,sart_1,3.29201,0.678,0,0.6319,1.7738,0.1587,2.7577
194,651.65,652.875,653.1,654.1,2025-08-08 16:04:16.957000,1.45,1.0,2.45,24.49,1.45,0.5918,0.2013,-0.1712,2.52136,0.1388,0,0.0,sart_1,sart_1,3.37372,0.747,0,0.6472,1.8357,0.0964,1.0339
195,654.1,655.225,655.2,656.35,2025-08-08 16:04:19.446000,1.1,1.15,2.25,26.667,0.9565,0.4889,0.3467,-0.2804,4.34296,0.3151,0,0.0,sart_1,sart_1,3.29201,1.319,0,0.5295,1.6786,0.0644,0.7728
196,656.35,658.05,657.55,659.75,2025-08-08 16:04:21.638000,1.2,2.2,3.4,17.647,0.5455,0.3529,0.3594,-0.3955,4.50331,0.2995,0,0.0,sart_1,sart_1,3.17257,1.419,0,0.5371,1.4881,0.054,0.3075
197,659.75,660.15,660.1,660.55,2025-08-08 16:04:25.056000,0.35,0.45,0.8,75.0,0.7778,0.4375,0.1717,-0.1413,2.15095,0.4905,0,0.0,sart_1,sart_1,3.08955,0.696,0,0.5346,1.5,0.0507,3.4137
198,660.55,661.55,661.1,662.55,2025-08-08 16:04:25.834000,0.55,1.45,2.0,30.0,0.3793,0.275,0.2186,-0.2619,2.73847,0.3974,0,0.0,sart_1,sart_1,3.29201,0.832,0,0.5211,1.481,0.0717,0.9267
199,662.55,663.65,663.0,664.75,2025-08-08 16:04:27.848000,0.45,1.75,2.2,27.273,0.2571,0.2045,0.3844,-0.3756,4.81596,0.8542,0,0.0,sart_1,sart_1,3.29201,1.463,0,0.5272,1.4357,0.0151,0.7983
200,664.75,665.7,665.15,666.65,2025-08-08 16:04:30.041000,0.4,1.5,1.9,31.579,0.2667,0.2105,0.284,-0.2323,3.55808,0.71,1,0.4,sart_1,sart_1,3.29201,1.081,0,0.5096,1.4048,0.11,0.9754
201,666.65,669.675,668.65,672.7,2025-08-08 16:04:31.922000,2.0,4.05,6.05,9.917,0.4938,0.3306,0.2693,-0.3478,3.37372,0.1346,1,0.8,sart_1,sart_1,3.37372,1.0,0,0.4804,1.2357,0.0701,-0.295
202,672.7,674.225,673.75,675.75,2025-08-08 16:04:38.050000,1.05,2.0,3.05,19.672,0.525,0.3443,0.2466,-0.3065,3.08955,0.2349,1,0.7,sart_1,sart_1,3.50866,0.881,0,0.4677,1.2452,0.0149,0.1938
203,675.75,678.45,677.1,681.15,2025-08-08 16:04:41.050000,1.35,4.05,5.4,11.111,0.3333,0.25,0.3305,-0.2627,4.14032,0.2448,1,0.5,sart_1,sart_1,3.50866,1.18,0,0.4777,1.2905,-0.0453,-0.2388
204,681.15,682.25,681.95,683.35,2025-08-08 16:04:46.419000,0.8,1.4,2.2,27.273,0.5714,0.3636,0.3167,-0.2324,3.96831,0.3959,0,0.0,sart_1,sart_1,3.50866,1.131,0,0.4659,1.3143,0.0206,0.6007
205,683.35,685.175,683.85,687.0,2025-08-08 16:04:48.635000,0.5,3.15,3.65,16.438,0.1587,0.137,0.1466,-0.2429,1.83692,0.2932,0,0.0,sart_1,sart_1,3.54282,0.518,0,0.4625,1.3571,-0.0251,0.0014
206,687.0,688.125,687.75,689.25,2025-08-08 16:04:52.326000,0.75,1.5,2.25,26.667,0.5,0.3333,0.2249,-0.2371,2.81751,0.2999,0,0.0,sart_1,sart_1,3.54282,0.795,0,0.4664,1.3952,0.0432,0.5694
207,689.25,690.7,690.55,692.15,2025-08-08 16:04:54.637000,1.3,1.6,2.9,20.69,0.8125,0.4483,0.2226,-0.2324,2.78868,0.1712,0,0.0,sart_1,sart_1,3.54282,0.787,0,0.4773,1.4643,0.038,0.28
208,692.15,693.725,693.3,695.3,2025-08-08 16:04:57.422000,1.15,2.0,3.15,19.048,0.575,0.3651,0.3288,-0.3314,4.11918,0.2859,1,0.65,sart_1,sart_1,3.54282,1.163,0,0.4478,1.3548,0.0051,0.0958
209,695.3,696.5,696.4,697.7,2025-08-08 16:05:00.639000,1.1,1.3,2.4,25.0,0.8462,0.4583,0.2828,-0.2601,3.54282,0.2571,0,0.0,sart_1,sart_1,3.54282,1.0,0,0.4443,1.3143,0.0083,0.4077
210,697.7,699.2,699.2,700.7,2025-08-08 16:05:03.037000,1.5,1.5,3.0,20.0,1.0,0.5,0.3077,-0.3232,3.85537,0.2052,0,0.0,sart_1,sart_1,3.50866,1.099,0,0.4356,1.3405,-0.0149,0.1081
211,700.7,702.125,701.95,703.55,2025-08-08 16:05:06.038000,1.25,1.6,2.85,21.053,0.7813,0.4386,0.2801,-0.2744,3.50866,0.224,0,0.0,sart_1,sart_1,3.50866,1.0,0,0.4232,1.3381,0.1099,0.1254
212,703.55,704.675,704.6,705.8,2025-08-08 16:05:08.822000,1.05,1.2,2.25,26.667,0.875,0.4667,0.303,-0.2719,3.79559,0.2885,0,0.0,sart_1,sart_1,3.54282,1.071,0,0.375,1.169,0.0949,0.2749
213,705.8,706.225,706.15,706.65,2025-08-08 16:05:11.133000,0.35,0.5,0.85,70.588,0.7,0.4118,0.1727,-0.127,2.16387,0.4935,1,0.35,sart_1,sart_1,3.54282,0.611,0,0.4099,1.0738,0.1209,2.7723
